[Wed Nov 28 15:27:47.467971 2018] [php7:warn] [pid 6439] [client 127.0.0.1:49252] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe51836e568.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67, referer: http://www.gb-tracker.yii2/index.php?r=task%2Findex
[Wed Nov 28 15:27:47.468011 2018] [php7:warn] [pid 6439] [client 127.0.0.1:49252] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85, referer: http://www.gb-tracker.yii2/index.php?r=task%2Findex
[Wed Nov 28 15:46:35.317885 2018] [php7:warn] [pid 6972] [client 127.0.0.1:49416] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe55eb4b6c3.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67, referer: http://www.gb-tracker.yii2/index.php?r=task%2Findex
[Wed Nov 28 15:46:35.317924 2018] [php7:warn] [pid 6972] [client 127.0.0.1:49416] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85, referer: http://www.gb-tracker.yii2/index.php?r=task%2Findex
[Wed Nov 28 19:11:28.050824 2018] [php7:warn] [pid 826] [client 127.0.0.1:35990] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe85f001ed9.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 19:11:28.058149 2018] [php7:warn] [pid 826] [client 127.0.0.1:35990] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 19:52:42.832155 2018] [php7:warn] [pid 829] [client 127.0.0.1:36518] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe8f9abcd62.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 19:52:42.856667 2018] [php7:warn] [pid 829] [client 127.0.0.1:36518] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 19:53:23.912604 2018] [php7:warn] [pid 2264] [client 127.0.0.1:36526] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe8fc3cfd69.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 19:53:23.914766 2018] [php7:warn] [pid 2264] [client 127.0.0.1:36526] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:02:10.137153 2018] [php7:warn] [pid 2220] [client 127.0.0.1:36576] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe91d220b4c.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:02:10.138920 2018] [php7:warn] [pid 2220] [client 127.0.0.1:36576] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:04:42.744889 2018] [php7:warn] [pid 829] [client 127.0.0.1:36582] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe926ab51a9.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:04:42.746617 2018] [php7:warn] [pid 829] [client 127.0.0.1:36582] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:07:26.977306 2018] [php7:warn] [pid 827] [client 127.0.0.1:36596] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe930eedce1.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:07:26.980302 2018] [php7:warn] [pid 827] [client 127.0.0.1:36596] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:09:21.533355 2018] [php7:warn] [pid 830] [client 127.0.0.1:36610] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe938180ac1.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:09:21.535121 2018] [php7:warn] [pid 830] [client 127.0.0.1:36610] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:10:16.212275 2018] [php7:warn] [pid 826] [client 127.0.0.1:36616] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe93b82f589.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:10:16.212411 2018] [php7:warn] [pid 826] [client 127.0.0.1:36616] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Wed Nov 28 20:18:17.490817 2018] [php7:warn] [pid 829] [client 127.0.0.1:36672] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bfe959973601.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67
[Wed Nov 28 20:18:17.490947 2018] [php7:warn] [pid 829] [client 127.0.0.1:36672] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85
[Thu Nov 29 14:17:52.850932 2018] [php7:warn] [pid 3509] [client 127.0.0.1:48814] PHP Warning:  file_put_contents(/var/www/gb-tracker/frontend/runtime/debug/5bff92a0c406b.data): failed to open stream: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 67, referer: http://www.gb-tracker.yii2/index.php?r=gii%2Fdefault%2Fview&id=model
[Thu Nov 29 14:17:52.856065 2018] [php7:warn] [pid 3509] [client 127.0.0.1:48814] PHP Warning:  touch(): Utime failed: Permission denied in /var/www/gb-tracker/vendor/yiisoft/yii2-debug/src/LogTarget.php on line 85, referer: http://www.gb-tracker.yii2/index.php?r=gii%2Fdefault%2Fview&id=model
[Thu Dec 13 13:29:00.503772 2018] [php7:warn] [pid 3479] [client 127.0.0.1:38106] PHP Warning:  The use statement with non-compound name 'yii' has no effect in /var/www/gb-tracker/frontend/views/task/view.php on line 5, referer: http://www.gb-tracker.yii2/index.php?r=task%2Findex
